char,dialog,movie,corpus_dialog
GANDALF,sauron fears aragornhe fears may becomeand hell st,THE TWO TOWERS,"Counter({'fears': 2, 'sauron': 1, 'aragornhe': 1, 'may': 1, 'becomeand': 1, 'hell': 1, 'st': 1})"
GANDALF,regret decision leave himfrodo must finish task al,THE TWO TOWERS,"Counter({'regret': 1, 'decision': 1, 'leave': 1, 'himfrodo': 1, 'must': 1, 'finish': 1, 'task': 1, 'al': 1})"
ARAGORN,hes alonesam went,THE TWO TOWERS,"Counter({'hes': 1, 'alonesam': 1, 'went': 1})"
GANDALF,hedid indeed good yes good,THE TWO TOWERS,"Counter({'good': 2, 'hedid': 1, 'indeed': 1, 'yes': 1})"
GOLLUM,black gate mordor,THE TWO TOWERS,"Counter({'black': 1, 'gate': 1, 'mordor': 1})"
SAM,oh save usmy old gaffer would thing twoto say coul,THE TWO TOWERS,"Counter({'oh': 1, 'save': 1, 'usmy': 1, 'old': 1, 'gaffer': 1, 'would': 1, 'thing': 1, 'twoto': 1, 'say': 1, 'coul': 1})"
GOLLUM,master says show himthe way mordorso good smeagol ,THE TWO TOWERS,"Counter({'master': 1, 'says': 1, 'show': 1, 'himthe': 1, 'way': 1, 'mordorso': 1, 'good': 1, 'smeagol': 1})"
SAM,thats thenwe cant get past,THE TWO TOWERS,"Counter({'thats': 1, 'thenwe': 1, 'cant': 1, 'get': 1, 'past': 1})"
SAM,lookthe gateits openingi see way,THE TWO TOWERS,"Counter({'lookthe': 1, 'gateits': 1, 'openingi': 1, 'see': 1, 'way': 1})"
ARAGORN,thank good,THE TWO TOWERS,"Counter({'thank': 1, 'good': 1})"
ARAGORN,king theoden good memoryhe small child time,THE TWO TOWERS,"Counter({'king': 1, 'theoden': 1, 'good': 1, 'memoryhe': 1, 'small': 1, 'child': 1, 'time': 1})"
ARAGORN,eightyseven,THE TWO TOWERS,Counter({'eightyseven': 1})
ARAGORN,us leftthe northern kingdomwas destroyed long ago,THE TWO TOWERS,"Counter({'us': 1, 'leftthe': 1, 'northern': 1, 'kingdomwas': 1, 'destroyed': 1, 'long': 1, 'ago': 1})"
PIPPIN,lose think lost,THE TWO TOWERS,"Counter({'lose': 1, 'think': 1, 'lost': 1})"
MERRY,trees climb tree,THE TWO TOWERS,"Counter({'trees': 1, 'climb': 1, 'tree': 1})"
PIPPIN,look theres smoke south,THE TWO TOWERS,"Counter({'look': 1, 'theres': 1, 'smoke': 1, 'south': 1})"
MERRY,isengard,THE TWO TOWERS,Counter({'isengard': 1})
PIPPIN,eagles eagles coming,THE RETURN OF THE KING,"Counter({'eagles': 2, 'coming': 1})"
FRODO,im sam,THE RETURN OF THE KING,"Counter({'im': 1, 'sam': 1})"
SAM,destroy,THE RETURN OF THE KING,Counter({'destroy': 1})
SAM,go throw fire,THE RETURN OF THE KING,"Counter({'go': 1, 'throw': 1, 'fire': 1})"
SAM,waiting let go,THE RETURN OF THE KING,"Counter({'waiting': 1, 'let': 1, 'go': 1})"
FRODO,ring mine,THE RETURN OF THE KING,"Counter({'ring': 1, 'mine': 1})"
SAM,nooooooo,THE RETURN OF THE KING,Counter({'nooooooo': 1})
GOLLUM,yeees yeees precious precious,THE RETURN OF THE KING,"Counter({'yeees': 2, 'precious': 2})"
GANDALF,grey pilgrim thats used call three hundred lives m,THE TWO TOWERS,"Counter({'grey': 1, 'pilgrim': 1, 'thats': 1, 'used': 1, 'call': 1, 'three': 1, 'hundred': 1, 'lives': 1, 'm': 1})"
ARAGORN,fste stille n fste stille n lac drefed gefrgon,THE TWO TOWERS,"Counter({'fste': 2, 'stille': 2, 'n': 2, 'lac': 1, 'drefed': 1, 'gefrgon': 1})"
ARAGORN,hwt nemna e hm hwt nemna e,THE TWO TOWERS,"Counter({'hwt': 2, 'nemna': 2, 'e': 2, 'hm': 1})"
ARAGORN,brego nama cynglic,THE TWO TOWERS,"Counter({'brego': 1, 'nama': 1, 'cynglic': 1})"
ARAGORN,man le trasta brego man cenich,THE TWO TOWERS,"Counter({'man': 2, 'le': 1, 'trasta': 1, 'brego': 1, 'cenich': 1})"
ARAGORN,raised rivendellfor timeturn fellow free hes seen ,THE TWO TOWERS,"Counter({'raised': 1, 'rivendellfor': 1, 'timeturn': 1, 'fellow': 1, 'free': 1, 'hes': 1, 'seen': 1})"
ARAGORN,legolas,THE RETURN OF THE KING,Counter({'legolas': 1})
GIMLI,still counts one,THE RETURN OF THE KING,"Counter({'still': 1, 'counts': 1, 'one': 1})"
THEODEN,know face eowyn eyes darken,THE RETURN OF THE KING,"Counter({'know': 1, 'face': 1, 'eowyn': 1, 'eyes': 1, 'darken': 1})"
THEODEN,already eowyn body broken let go,THE RETURN OF THE KING,"Counter({'already': 1, 'eowyn': 1, 'body': 1, 'broken': 1, 'let': 1, 'go': 1})"
FRODO,smeagol promised,THE RETURN OF THE KING,"Counter({'smeagol': 1, 'promised': 1})"
GOLLUM,smeagol lied,THE RETURN OF THE KING,"Counter({'smeagol': 1, 'lied': 1})"
SAM,aaaaaaaaahhhhhhhhhh,THE RETURN OF THE KING,Counter({'aaaaaaaaahhhhhhhhhh': 1})
GOLLUM,aaaaahh,THE RETURN OF THE KING,Counter({'aaaaahh': 1})
GOLLUM,master,THE TWO TOWERS,Counter({'master': 1})
FRODO,ask come sam,THE TWO TOWERS,"Counter({'ask': 1, 'come': 1, 'sam': 1})"
SAM,know mr frodoi doubt even elvish cloakswill hide u,THE TWO TOWERS,"Counter({'know': 1, 'mr': 1, 'frodoi': 1, 'doubt': 1, 'even': 1, 'elvish': 1, 'cloakswill': 1, 'hide': 1, 'u': 1})"
GOLLUM,nono masterthey catch catch youdont take himhe wan,THE TWO TOWERS,"Counter({'catch': 2, 'nono': 1, 'masterthey': 1, 'youdont': 1, 'take': 1, 'himhe': 1, 'wan': 1})"
GOLLUM,theres another waymore secret dark way,THE TWO TOWERS,"Counter({'theres': 1, 'another': 1, 'waymore': 1, 'secret': 1, 'dark': 1, 'way': 1})"
SAM,havent spoken,THE TWO TOWERS,"Counter({'havent': 1, 'spoken': 1})"
GOLLUM,master ask,THE TWO TOWERS,"Counter({'master': 1, 'ask': 1})"
SAM,hes something,THE TWO TOWERS,"Counter({'hes': 1, 'something': 1})"
FRODO,saying theres another wayinto mordor,THE TWO TOWERS,"Counter({'saying': 1, 'theres': 1, 'another': 1, 'wayinto': 1, 'mordor': 1})"
GOLLUM,yes theres pathand stairsand thena tunnel,THE TWO TOWERS,"Counter({'yes': 1, 'theres': 1, 'pathand': 1, 'stairsand': 1, 'thena': 1, 'tunnel': 1})"
FRODO,hes led us far sam,THE TWO TOWERS,"Counter({'hes': 1, 'led': 1, 'us': 1, 'far': 1, 'sam': 1})"
SAM,mr frodo,THE TWO TOWERS,"Counter({'mr': 1, 'frodo': 1})"
FRODO,hes true word,THE TWO TOWERS,"Counter({'hes': 1, 'true': 1, 'word': 1})"
PIPPIN,merry merry pippin,THE RETURN OF THE KING,"Counter({'merry': 2, 'pippin': 1})"
MERRY,knew youd find,THE RETURN OF THE KING,"Counter({'knew': 1, 'youd': 1, 'find': 1})"
MERRY,going leave,THE RETURN OF THE KING,"Counter({'going': 1, 'leave': 1})"
PIPPIN,merry im going look,THE RETURN OF THE KING,"Counter({'merry': 1, 'im': 1, 'going': 1, 'look': 1})"
GIMLI,three days nights pursuitno food restand sign quar,THE TWO TOWERS,"Counter({'three': 1, 'days': 1, 'nights': 1, 'pursuitno': 1, 'food': 1, 'restand': 1, 'sign': 1, 'quar': 1})"
ARAGORN,idly leaves lorien fall,THE TWO TOWERS,"Counter({'idly': 1, 'leaves': 1, 'lorien': 1, 'fall': 1})"
GIMLI,im wasted crosscountrywe dwarves natural sprinters,THE TWO TOWERS,"Counter({'im': 1, 'wasted': 1, 'crosscountrywe': 1, 'dwarves': 1, 'natural': 1, 'sprinters': 1})"
MERRY,hes gone,THE TWO TOWERS,"Counter({'hes': 1, 'gone': 1})"
PIPPIN,run merry,THE TWO TOWERS,"Counter({'run': 1, 'merry': 1})"
PIPPIN,talking merrythe tree talking,THE TWO TOWERS,"Counter({'talking': 2, 'merrythe': 1, 'tree': 1})"
MERRY,treeherdera shepherd forest,THE TWO TOWERS,"Counter({'treeherdera': 1, 'shepherd': 1, 'forest': 1})"
PIPPIN,dont talk merrydont encourage,THE TWO TOWERS,"Counter({'dont': 1, 'talk': 1, 'merrydont': 1, 'encourage': 1})"
PIPPIN,whose side,THE TWO TOWERS,"Counter({'whose': 1, 'side': 1})"
MERRY,orcs hobbits,THE TWO TOWERS,"Counter({'orcs': 1, 'hobbits': 1})"
GANDALF,cannot pass,THE TWO TOWERS,"Counter({'cannot': 1, 'pass': 1})"
FRODO,gandalf,THE TWO TOWERS,Counter({'gandalf': 1})
GANDALF,servant secret fire wielder flame anor go back sha,THE TWO TOWERS,"Counter({'servant': 1, 'secret': 1, 'fire': 1, 'wielder': 1, 'flame': 1, 'anor': 1, 'go': 1, 'back': 1, 'sha': 1})"
GANDALF,shall pass,THE TWO TOWERS,"Counter({'shall': 1, 'pass': 1})"
FRODO,gandalf,THE TWO TOWERS,Counter({'gandalf': 1})
MERRY,sarumans armythe war started,THE TWO TOWERS,"Counter({'sarumans': 1, 'armythe': 1, 'war': 1, 'started': 1})"
SAM,give hand,THE RETURN OF THE KING,"Counter({'give': 1, 'hand': 1})"
SAM,take hand,THE RETURN OF THE KING,"Counter({'take': 1, 'hand': 1})"
SAM,dont let go dont let go reeeaaach,THE RETURN OF THE KING,"Counter({'dont': 2, 'let': 2, 'go': 2, 'reeeaaach': 1})"
MERRY,frodo frodo,THE RETURN OF THE KING,Counter({'frodo': 2})
FRODO,gone done,THE RETURN OF THE KING,"Counter({'gone': 1, 'done': 1})"
SAM,yes mr frodo,THE RETURN OF THE KING,"Counter({'yes': 1, 'mr': 1, 'frodo': 1})"
FRODO,see shire brandywine river bag end gandalfs firewo,THE RETURN OF THE KING,"Counter({'see': 1, 'shire': 1, 'brandywine': 1, 'river': 1, 'bag': 1, 'end': 1, 'gandalfs': 1, 'firewo': 1})"
SAM,rosie cotton dancing ribbons hair ever marry someo,THE RETURN OF THE KING,"Counter({'rosie': 1, 'cotton': 1, 'dancing': 1, 'ribbons': 1, 'hair': 1, 'ever': 1, 'marry': 1, 'someo': 1})"
FRODO,im glad samwise gamgee end things hug,THE RETURN OF THE KING,"Counter({'im': 1, 'glad': 1, 'samwise': 1, 'gamgee': 1, 'end': 1, 'things': 1, 'hug': 1})"
GANDALF,steady steady,THE RETURN OF THE KING,Counter({'steady': 2})
GANDALF,soldiers gondor matter comes gate stand ground,THE RETURN OF THE KING,"Counter({'soldiers': 1, 'gondor': 1, 'matter': 1, 'comes': 1, 'gate': 1, 'stand': 1, 'ground': 1})"
GANDALF,volley fire,THE RETURN OF THE KING,"Counter({'volley': 1, 'fire': 1})"
SAM,let go filth let go,THE RETURN OF THE KING,"Counter({'let': 2, 'go': 2, 'filth': 1})"
SAM,touch come finish,THE RETURN OF THE KING,"Counter({'touch': 1, 'come': 1, 'finish': 1})"
GIMLI,keep breathing thats keybreathe,THE TWO TOWERS,"Counter({'keep': 1, 'breathing': 1, 'thats': 1, 'keybreathe': 1})"
PIPPIN,merrymerry,THE TWO TOWERS,Counter({'merrymerry': 1})
MERRY,think might made mistakeleaving shire pippin,THE TWO TOWERS,"Counter({'think': 1, 'might': 1, 'made': 1, 'mistakeleaving': 1, 'shire': 1, 'pippin': 1})"
PIPPIN,whats making noise,THE TWO TOWERS,"Counter({'whats': 1, 'making': 1, 'noise': 1})"
GANDALF,peregrin took lad task done another opportunity on,THE RETURN OF THE KING,"Counter({'peregrin': 1, 'took': 1, 'lad': 1, 'task': 1, 'done': 1, 'another': 1, 'opportunity': 1, 'on': 1})"
FARAMIR,quiet across river,THE RETURN OF THE KING,"Counter({'quiet': 1, 'across': 1, 'river': 1})"
THEODEN,go fathers whose mighty company shall feel ashamed,THE RETURN OF THE KING,"Counter({'go': 1, 'fathers': 1, 'whose': 1, 'mighty': 1, 'company': 1, 'shall': 1, 'feel': 1, 'ashamed': 1})"
GIMLI,bad idea handy tight spot lads despite fact theyre,THE RETURN OF THE KING,"Counter({'bad': 1, 'idea': 1, 'handy': 1, 'tight': 1, 'spot': 1, 'lads': 1, 'despite': 1, 'fact': 1, 'theyre': 1})"
ARAGORN,hold oath fulfilled go peace,THE RETURN OF THE KING,"Counter({'hold': 1, 'oath': 1, 'fulfilled': 1, 'go': 1, 'peace': 1})"
FRODO,lead way smeagol,THE TWO TOWERS,"Counter({'lead': 1, 'way': 1, 'smeagol': 1})"
GOLLUM,good smeagol always helps,THE TWO TOWERS,"Counter({'good': 1, 'smeagol': 1, 'always': 1, 'helps': 1})"
MERRY,hellotreebeardwhere gone,THE TWO TOWERS,"Counter({'hellotreebeardwhere': 1, 'gone': 1})"
PIPPIN,loveliest dream last nightthere large barrelfull p,THE TWO TOWERS,"Counter({'loveliest': 1, 'dream': 1, 'last': 1, 'nightthere': 1, 'large': 1, 'barrelfull': 1, 'p': 1})"
MERRY,hear thatthere againsomethings right herenot right,THE TWO TOWERS,"Counter({'right': 2, 'hear': 1, 'thatthere': 1, 'againsomethings': 1, 'herenot': 1})"
MERRY,said somethingtreeish,THE TWO TOWERS,"Counter({'said': 1, 'somethingtreeish': 1})"
PIPPIN,didnt stretching,THE TWO TOWERS,"Counter({'didnt': 1, 'stretching': 1})"
MERRY,youre taller,THE TWO TOWERS,"Counter({'youre': 1, 'taller': 1})"
PIPPIN,ive always taller,THE TWO TOWERS,"Counter({'ive': 1, 'always': 1, 'taller': 1})"
MERRY,pippin everyone knows im tall oneyoure short one,THE TWO TOWERS,"Counter({'pippin': 1, 'everyone': 1, 'knows': 1, 'im': 1, 'tall': 1, 'oneyoure': 1, 'short': 1, 'one': 1})"
PIPPIN,please merryyoure threefootsix mostwhereas im push,THE TWO TOWERS,"Counter({'please': 1, 'merryyoure': 1, 'threefootsix': 1, 'mostwhereas': 1, 'im': 1, 'push': 1})"
SAM,thats frodo,THE RETURN OF THE KING,"Counter({'thats': 1, 'frodo': 1})"
SAM,thats old gaffer,THE RETURN OF THE KING,"Counter({'thats': 1, 'old': 1, 'gaffer': 1})"
SAM,stick first,THE RETURN OF THE KING,"Counter({'stick': 1, 'first': 1})"
FRODO,oh sam im sorry sorry everything,THE RETURN OF THE KING,"Counter({'sorry': 2, 'oh': 1, 'sam': 1, 'im': 1, 'everything': 1})"
SAM,lets get,THE RETURN OF THE KING,"Counter({'lets': 1, 'get': 1})"
ARAGORN,rohanhome horselordstheres something strange work ,THE TWO TOWERS,"Counter({'rohanhome': 1, 'horselordstheres': 1, 'something': 1, 'strange': 1, 'work': 1})"
ARAGORN,legolas elfeyes see,THE TWO TOWERS,"Counter({'legolas': 1, 'elfeyes': 1, 'see': 1})"
ARAGORN,saruman,THE TWO TOWERS,Counter({'saruman': 1})
MERRY,noyou dont understand hobbitshalflingsshirefolk,THE TWO TOWERS,"Counter({'noyou': 1, 'dont': 1, 'understand': 1, 'hobbitshalflingsshirefolk': 1})"
PIPPIN,white wizard,THE TWO TOWERS,"Counter({'white': 1, 'wizard': 1})"
MERRY,saruman,THE TWO TOWERS,Counter({'saruman': 1})
GOLLUM,see seeweve led outhurry hobbitses hurry lucky fin,THE TWO TOWERS,"Counter({'see': 1, 'seeweve': 1, 'led': 1, 'outhurry': 1, 'hobbitses': 1, 'hurry': 1, 'lucky': 1, 'fin': 1})"
SAM,bog hes led us swamp,THE TWO TOWERS,"Counter({'bog': 1, 'hes': 1, 'led': 1, 'us': 1, 'swamp': 1})"
GOLLUM,swamp yes yescome master take youon safe paths mis,THE TWO TOWERS,"Counter({'swamp': 1, 'yes': 1, 'yescome': 1, 'master': 1, 'take': 1, 'youon': 1, 'safe': 1, 'paths': 1, 'mis': 1})"
SAM,hate place quiettheres sight soundof bird two days,THE TWO TOWERS,"Counter({'hate': 1, 'place': 1, 'quiettheres': 1, 'sight': 1, 'soundof': 1, 'bird': 1, 'two': 1, 'days': 1})"
GOLLUM,birdses eatno crunchable birdseswe famished yesfam,THE TWO TOWERS,"Counter({'birdses': 1, 'eatno': 1, 'crunchable': 1, 'birdseswe': 1, 'famished': 1, 'yesfam': 1})"
GOLLUM,eatsis tasty tries chokes uswe cant eats hobbit fo,THE TWO TOWERS,"Counter({'eatsis': 1, 'tasty': 1, 'tries': 1, 'chokes': 1, 'uswe': 1, 'cant': 1, 'eats': 1, 'hobbit': 1, 'fo': 1})"
SAM,well starve good riddance,THE TWO TOWERS,"Counter({'well': 1, 'starve': 1, 'good': 1, 'riddance': 1})"
GOLLUM,oh cruel hobbitit care hungrydoes care die like ma,THE TWO TOWERS,"Counter({'care': 2, 'oh': 1, 'cruel': 1, 'hobbitit': 1, 'hungrydoes': 1, 'die': 1, 'like': 1, 'ma': 1})"
FRODO,dont touch,THE TWO TOWERS,"Counter({'dont': 1, 'touch': 1})"
GANDALF,fly fools,THE TWO TOWERS,"Counter({'fly': 1, 'fools': 1})"
FRODO,nogandalf,THE TWO TOWERS,Counter({'nogandalf': 1})
FRODO,gandalf,THE TWO TOWERS,Counter({'gandalf': 1})
SAM,mr frodo,THE TWO TOWERS,"Counter({'mr': 1, 'frodo': 1})"
FRODO,nothingjust dream,THE TWO TOWERS,"Counter({'nothingjust': 1, 'dream': 1})"
SAM,see bottom,THE TWO TOWERS,"Counter({'see': 1, 'bottom': 1})"
FRODO,dont look samjust keep going,THE TWO TOWERS,"Counter({'dont': 1, 'look': 1, 'samjust': 1, 'keep': 1, 'going': 1})"
SAM,catch grab mr frodo,THE TWO TOWERS,"Counter({'catch': 1, 'grab': 1, 'mr': 1, 'frodo': 1})"
SAM,mr frodo,THE TWO TOWERS,"Counter({'mr': 1, 'frodo': 1})"
FRODO,think ive found bottom,THE TWO TOWERS,"Counter({'think': 1, 'ive': 1, 'found': 1, 'bottom': 1})"
SAM,bogs ropeand goodness knows whatits natural none,THE TWO TOWERS,"Counter({'bogs': 1, 'ropeand': 1, 'goodness': 1, 'knows': 1, 'whatits': 1, 'natural': 1, 'none': 1})"
SAM,nothingjust bit seasoningi thought maybe havinga r,THE TWO TOWERS,"Counter({'nothingjust': 1, 'bit': 1, 'seasoningi': 1, 'thought': 1, 'maybe': 1, 'havinga': 1, 'r': 1})"
FRODO,roast chicken,THE TWO TOWERS,"Counter({'roast': 1, 'chicken': 1})"
SAM,mr frodo,THE RETURN OF THE KING,"Counter({'mr': 1, 'frodo': 1})"
SAM,oh frodo mr frodo wake dont leave alone dont go ca,THE RETURN OF THE KING,"Counter({'frodo': 2, 'dont': 2, 'oh': 1, 'mr': 1, 'wake': 1, 'leave': 1, 'alone': 1, 'go': 1, 'ca': 1})"
SAM,samwise fool,THE RETURN OF THE KING,"Counter({'samwise': 1, 'fool': 1})"
MERRY,remember old foreston borders bucklandfolk used sa,THE TWO TOWERS,"Counter({'remember': 1, 'old': 1, 'foreston': 1, 'borders': 1, 'bucklandfolk': 1, 'used': 1, 'sa': 1})"
MERRY,trees could whispertalk othereven move,THE TWO TOWERS,"Counter({'trees': 1, 'could': 1, 'whispertalk': 1, 'othereven': 1, 'move': 1})"
PIPPIN,think ring,THE TWO TOWERS,"Counter({'think': 1, 'ring': 1})"
MERRY,sshas soon find dontwere dead,THE TWO TOWERS,"Counter({'sshas': 1, 'soon': 1, 'find': 1, 'dontwere': 1, 'dead': 1})"
FARAMIR,theyre coming north river quick quick,THE RETURN OF THE KING,"Counter({'quick': 2, 'theyre': 1, 'coming': 1, 'north': 1, 'river': 1})"
GANDALF,amon dn,THE RETURN OF THE KING,"Counter({'amon': 1, 'dn': 1})"
GANDALF,hope kindled,THE RETURN OF THE KING,"Counter({'hope': 1, 'kindled': 1})"
ARAGORN,beacons minas tirith beacons lit,THE RETURN OF THE KING,"Counter({'beacons': 2, 'minas': 1, 'tirith': 1, 'lit': 1})"
ARAGORN,gondor calls aid,THE RETURN OF THE KING,"Counter({'gondor': 1, 'calls': 1, 'aid': 1})"
THEODEN,rohan answer muster rohirrim assemble army dunharr,THE RETURN OF THE KING,"Counter({'rohan': 1, 'answer': 1, 'muster': 1, 'rohirrim': 1, 'assemble': 1, 'army': 1, 'dunharr': 1})"
MERRY,threefooteightyou something,THE TWO TOWERS,"Counter({'threefooteightyou': 1, 'something': 1})"
PIPPIN,merry dont dont drink,THE TWO TOWERS,"Counter({'dont': 2, 'merry': 1, 'drink': 1})"
PIPPIN,merryno treebeard said youshouldnt,THE TWO TOWERS,"Counter({'merryno': 1, 'treebeard': 1, 'said': 1, 'youshouldnt': 1})"
PIPPIN,lt could well dangerous,THE TWO TOWERS,"Counter({'lt': 1, 'could': 1, 'well': 1, 'dangerous': 1})"
PIPPIN,give back merry,THE TWO TOWERS,"Counter({'give': 1, 'back': 1, 'merry': 1})"
PIPPIN,whats happening,THE TWO TOWERS,"Counter({'whats': 1, 'happening': 1})"
MERRY,aaaghits got leg,THE TWO TOWERS,"Counter({'aaaghits': 1, 'got': 1, 'leg': 1})"
FRODO,late theyve taken sam took ring,THE RETURN OF THE KING,"Counter({'late': 1, 'theyve': 1, 'taken': 1, 'sam': 1, 'took': 1, 'ring': 1})"
SAM,begging pardon havent,THE RETURN OF THE KING,"Counter({'begging': 1, 'pardon': 1, 'havent': 1})"
SAM,thought id lost took safekeeping,THE RETURN OF THE KING,"Counter({'thought': 1, 'id': 1, 'lost': 1, 'took': 1, 'safekeeping': 1})"
FRODO,give give ring sam sam give ring must understand r,THE RETURN OF THE KING,"Counter({'give': 3, 'ring': 2, 'sam': 2, 'must': 1, 'understand': 1, 'r': 1})"
SAM,come mr frodo wed best find clothes cant go walkin,THE RETURN OF THE KING,"Counter({'come': 1, 'mr': 1, 'frodo': 1, 'wed': 1, 'best': 1, 'find': 1, 'clothes': 1, 'cant': 1, 'go': 1, 'walkin': 1})"
SAM,mr frodo made mordor,THE RETURN OF THE KING,"Counter({'mr': 1, 'frodo': 1, 'made': 1, 'mordor': 1})"
FRODO,many well never get unseen,THE RETURN OF THE KING,"Counter({'many': 1, 'well': 1, 'never': 1, 'get': 1, 'unseen': 1})"
SAM,go mr frodo theres nothing come lets make hill sta,THE RETURN OF THE KING,"Counter({'go': 1, 'mr': 1, 'frodo': 1, 'theres': 1, 'nothing': 1, 'come': 1, 'lets': 1, 'make': 1, 'hill': 1, 'sta': 1})"
GANDALF,frodo passed beyond sight darkness deepening,THE RETURN OF THE KING,"Counter({'frodo': 1, 'passed': 1, 'beyond': 1, 'sight': 1, 'darkness': 1, 'deepening': 1})"
ARAGORN,sauron ring would know,THE RETURN OF THE KING,"Counter({'sauron': 1, 'ring': 1, 'would': 1, 'know': 1})"
GANDALF,matter time suffered defeat yes behind walls mordo,THE RETURN OF THE KING,"Counter({'matter': 1, 'time': 1, 'suffered': 1, 'defeat': 1, 'yes': 1, 'behind': 1, 'walls': 1, 'mordo': 1})"
GIMLI,let stay let rot care,THE RETURN OF THE KING,"Counter({'let': 2, 'stay': 1, 'rot': 1, 'care': 1})"
GANDALF,10 000 orcs stand frodo mount doom,THE RETURN OF THE KING,"Counter({'10': 1, '000': 1, 'orcs': 1, 'stand': 1, 'frodo': 1, 'mount': 1, 'doom': 1})"
SAM,dead thingsdead faces water,THE TWO TOWERS,"Counter({'dead': 1, 'thingsdead': 1, 'faces': 1, 'water': 1})"
GOLLUM,dead rottenelves men orcsesa great battle long ago,THE TWO TOWERS,"Counter({'dead': 1, 'rottenelves': 1, 'men': 1, 'orcsesa': 1, 'great': 1, 'battle': 1, 'long': 1, 'ago': 1})"
GOLLUM,careful hobbits go downto join dead onesand light ,THE TWO TOWERS,"Counter({'careful': 1, 'hobbits': 1, 'go': 1, 'downto': 1, 'join': 1, 'dead': 1, 'onesand': 1, 'light': 1})"
FRODO,gollum,THE TWO TOWERS,Counter({'gollum': 1})
GOLLUM,dont follow lights,THE TWO TOWERS,"Counter({'dont': 1, 'follow': 1, 'lights': 1})"
FRODO,gollum,THE TWO TOWERS,Counter({'gollum': 1})
SAM,mr frodoare right,THE TWO TOWERS,"Counter({'mr': 1, 'frodoare': 1, 'right': 1})"
GOLLUM,brightso beautiful,THE TWO TOWERS,"Counter({'brightso': 1, 'beautiful': 1})"
GOLLUM,strokes palm precious,THE TWO TOWERS,"Counter({'strokes': 1, 'palm': 1, 'precious': 1})"
GOLLUM,master restingmaster needs keep strength,THE TWO TOWERS,"Counter({'master': 1, 'restingmaster': 1, 'needs': 1, 'keep': 1, 'strength': 1})"
GOLLUM,mustnt ask us businessgollum gollum,THE TWO TOWERS,"Counter({'mustnt': 1, 'ask': 1, 'us': 1, 'businessgollum': 1, 'gollum': 1})"
SAM,must getting near teatime leastways would decent p,THE RETURN OF THE KING,"Counter({'must': 1, 'getting': 1, 'near': 1, 'teatime': 1, 'leastways': 1, 'would': 1, 'decent': 1, 'p': 1})"
GOLLUM,decent places,THE RETURN OF THE KING,"Counter({'decent': 1, 'places': 1})"
SAM,mr frodo,THE RETURN OF THE KING,"Counter({'mr': 1, 'frodo': 1})"
FRODO,feeling dont think ill coming back,THE RETURN OF THE KING,"Counter({'feeling': 1, 'dont': 1, 'think': 1, 'ill': 1, 'coming': 1, 'back': 1})"
SAM,yes course thats morbid thinking going back like m,THE RETURN OF THE KING,"Counter({'yes': 1, 'course': 1, 'thats': 1, 'morbid': 1, 'thinking': 1, 'going': 1, 'back': 1, 'like': 1, 'm': 1})"
FRODO,think lands part kingdom gondor,THE RETURN OF THE KING,"Counter({'think': 1, 'lands': 1, 'part': 1, 'kingdom': 1, 'gondor': 1})"
FRODO,long ago king,THE RETURN OF THE KING,"Counter({'long': 1, 'ago': 1, 'king': 1})"
SAM,mr frodo look king got crown,THE RETURN OF THE KING,"Counter({'mr': 1, 'frodo': 1, 'look': 1, 'king': 1, 'got': 1, 'crown': 1})"
MERRY,eating cant get hobbit,THE FELLOWSHIP OF THE RING,"Counter({'eating': 1, 'cant': 1, 'get': 1, 'hobbit': 1})"
FRODO,woman sing,THE FELLOWSHIP OF THE RING,"Counter({'woman': 1, 'sing': 1})"
ARAGORN,tis lady lthien elf maiden gave love beren mortal,THE FELLOWSHIP OF THE RING,"Counter({'tis': 1, 'lady': 1, 'lthien': 1, 'elf': 1, 'maiden': 1, 'gave': 1, 'love': 1, 'beren': 1, 'mortal': 1})"
FRODO,happened,THE FELLOWSHIP OF THE RING,Counter({'happened': 1})
GIMLI,stay close young hobbits,THE FELLOWSHIP OF THE RING,"Counter({'stay': 1, 'close': 1, 'young': 1, 'hobbits': 1})"
GIMLI,never seen,THE FELLOWSHIP OF THE RING,"Counter({'never': 1, 'seen': 1})"
SAM,mr frodo,THE FELLOWSHIP OF THE RING,"Counter({'mr': 1, 'frodo': 1})"
GIMLI,well heres one dwarf wont ensnare easily eyes hawk,THE FELLOWSHIP OF THE RING,"Counter({'well': 1, 'heres': 1, 'one': 1, 'dwarf': 1, 'wont': 1, 'ensnare': 1, 'easily': 1, 'eyes': 1, 'hawk': 1})"
SAM,never know,THE TWO TOWERS,"Counter({'never': 1, 'know': 1})"
FRODO,sam dear sam,THE TWO TOWERS,"Counter({'sam': 2, 'dear': 1})"
SAM,special thatits best salt shire,THE TWO TOWERS,"Counter({'special': 1, 'thatits': 1, 'best': 1, 'salt': 1, 'shire': 1})"
FRODO,special little bit home,THE TWO TOWERS,"Counter({'special': 1, 'little': 1, 'bit': 1, 'home': 1})"
FRODO,cant leave someoneto follow us,THE TWO TOWERS,"Counter({'cant': 1, 'leave': 1, 'someoneto': 1, 'follow': 1, 'us': 1})"
SAM,whos gonna follow us heremr frodoits shame reallyl,THE TWO TOWERS,"Counter({'whos': 1, 'gonna': 1, 'follow': 1, 'us': 1, 'heremr': 1, 'frodoits': 1, 'shame': 1, 'reallyl': 1})"
